alcaldia|cantidad|fecha
Álvaro Obregón|2|2020-01-01
Álvaro Obregón|4|2020-01-02
Álvaro Obregón|3|2020-01-03
Álvaro Obregón|2|2020-01-05
Álvaro Obregón|1|2020-01-06
Álvaro Obregón|1|2020-01-07
Álvaro Obregón|1|2020-01-08
Álvaro Obregón|1|2020-01-09
Álvaro Obregón|4|2020-01-10
Álvaro Obregón|2|2020-01-11
Álvaro Obregón|1|2020-01-12
Álvaro Obregón|2|2020-01-13
Álvaro Obregón|3|2020-01-14
Álvaro Obregón|2|2020-01-15
Álvaro Obregón|2|2020-01-18
Álvaro Obregón|1|2020-01-19
Álvaro Obregón|1|2020-01-20
Álvaro Obregón|4|2020-01-22
Álvaro Obregón|2|2020-01-23
Álvaro Obregón|3|2020-01-27
Álvaro Obregón|1|2020-01-28
Álvaro Obregón|3|2020-01-29
Álvaro Obregón|2|2020-01-31
Álvaro Obregón|2|2020-02-01
Álvaro Obregón|1|2020-02-02
Álvaro Obregón|2|2020-02-03
Álvaro Obregón|1|2020-02-04
Álvaro Obregón|2|2020-02-05
Álvaro Obregón|2|2020-02-07
Álvaro Obregón|4|2020-02-09
Álvaro Obregón|1|2020-02-10
Álvaro Obregón|3|2020-02-12
Álvaro Obregón|1|2020-02-13
Álvaro Obregón|1|2020-02-15
Álvaro Obregón|1|2020-02-16
Álvaro Obregón|2|2020-02-17
Álvaro Obregón|2|2020-02-19
Álvaro Obregón|1|2020-02-20
Álvaro Obregón|1|2020-02-22
Álvaro Obregón|1|2020-02-23
Álvaro Obregón|2|2020-02-24
Álvaro Obregón|2|2020-02-25
Álvaro Obregón|2|2020-02-27
Álvaro Obregón|3|2020-02-28
Álvaro Obregón|1|2020-03-01
Álvaro Obregón|1|2020-03-03
Álvaro Obregón|2|2020-03-04
Álvaro Obregón|3|2020-03-06
Álvaro Obregón|1|2020-03-07
Álvaro Obregón|1|2020-03-08
Álvaro Obregón|3|2020-03-09
Álvaro Obregón|2|2020-03-12
Álvaro Obregón|3|2020-03-13
Álvaro Obregón|1|2020-03-14
Álvaro Obregón|2|2020-03-17
Álvaro Obregón|1|2020-03-21
Álvaro Obregón|3|2020-03-24
Álvaro Obregón|1|2020-03-25
Álvaro Obregón|2|2020-03-26
Álvaro Obregón|1|2020-03-30
Álvaro Obregón|1|2020-04-01
Álvaro Obregón|2|2020-04-02
Álvaro Obregón|2|2020-04-03
Álvaro Obregón|1|2020-04-04
Álvaro Obregón|1|2020-04-05
Álvaro Obregón|1|2020-04-06
Álvaro Obregón|1|2020-04-12
Álvaro Obregón|1|2020-04-13
Álvaro Obregón|1|2020-04-14
Álvaro Obregón|2|2020-04-16
Álvaro Obregón|2|2020-04-17
Álvaro Obregón|1|2020-04-18
Álvaro Obregón|1|2020-04-19
Álvaro Obregón|1|2020-04-20
Álvaro Obregón|3|2020-04-21
Álvaro Obregón|1|2020-04-25
Álvaro Obregón|1|2020-04-26
Álvaro Obregón|1|2020-04-28
Álvaro Obregón|1|2020-04-30
Álvaro Obregón|2|2020-05-03
Álvaro Obregón|1|2020-05-05
Álvaro Obregón|1|2020-05-07
Álvaro Obregón|2|2020-05-09
Álvaro Obregón|1|2020-05-10
Álvaro Obregón|2|2020-05-14
Álvaro Obregón|2|2020-05-15
Álvaro Obregón|1|2020-05-18
Álvaro Obregón|1|2020-05-20
Álvaro Obregón|1|2020-05-24
Álvaro Obregón|1|2020-05-28
Álvaro Obregón|1|2020-06-02
Álvaro Obregón|3|2020-06-04
Álvaro Obregón|4|2020-06-05
Álvaro Obregón|2|2020-06-06
Álvaro Obregón|1|2020-06-07
Álvaro Obregón|3|2020-06-08
Álvaro Obregón|2|2020-06-10
Álvaro Obregón|1|2020-06-11
Álvaro Obregón|2|2020-06-12
Álvaro Obregón|1|2020-06-14
Álvaro Obregón|1|2020-06-15
Álvaro Obregón|1|2020-06-19
Álvaro Obregón|1|2020-06-23
Álvaro Obregón|1|2020-06-25
Álvaro Obregón|1|2020-06-26
Álvaro Obregón|1|2020-06-27
Álvaro Obregón|2|2020-06-30
Álvaro Obregón|1|2020-07-01
Álvaro Obregón|1|2020-07-03
Álvaro Obregón|1|2020-07-05
Álvaro Obregón|1|2020-07-06
Álvaro Obregón|2|2020-07-08
Álvaro Obregón|2|2020-07-12
Álvaro Obregón|1|2020-07-13
Álvaro Obregón|1|2020-07-14
Álvaro Obregón|3|2020-07-15
Álvaro Obregón|2|2020-07-16
Álvaro Obregón|1|2020-07-18
Álvaro Obregón|3|2020-07-19
Álvaro Obregón|1|2020-07-20
Álvaro Obregón|1|2020-07-22
Álvaro Obregón|1|2020-07-23
Álvaro Obregón|2|2020-07-24
Álvaro Obregón|1|2020-07-25
Álvaro Obregón|2|2020-07-27
Álvaro Obregón|2|2020-07-28
Álvaro Obregón|2|2020-07-29
Álvaro Obregón|1|2020-07-30
Álvaro Obregón|2|2020-07-31
Álvaro Obregón|3|2020-08-01
Álvaro Obregón|2|2020-08-03
Álvaro Obregón|2|2020-08-04
Álvaro Obregón|1|2020-08-05
Álvaro Obregón|2|2020-08-06
Álvaro Obregón|1|2020-08-07
Álvaro Obregón|1|2020-08-08
Álvaro Obregón|1|2020-08-09
Álvaro Obregón|1|2020-08-10
Álvaro Obregón|1|2020-08-14
Álvaro Obregón|1|2020-08-15
Álvaro Obregón|2|2020-08-16
Álvaro Obregón|2|2020-08-17
Álvaro Obregón|2|2020-08-18
Álvaro Obregón|1|2020-08-20
Álvaro Obregón|3|2020-08-21
Álvaro Obregón|2|2020-08-22
Álvaro Obregón|1|2020-08-23
Álvaro Obregón|2|2020-08-24
Álvaro Obregón|2|2020-08-26
Álvaro Obregón|1|2020-08-27
Álvaro Obregón|1|2020-08-29
Álvaro Obregón|3|2020-08-30
Álvaro Obregón|2|2020-09-01
Álvaro Obregón|1|2020-09-04
Álvaro Obregón|2|2020-09-05
Álvaro Obregón|1|2020-09-06
Álvaro Obregón|2|2020-09-07
Álvaro Obregón|3|2020-09-08
Álvaro Obregón|2|2020-09-11
Álvaro Obregón|1|2020-09-13
Álvaro Obregón|1|2020-09-14
Álvaro Obregón|1|2020-09-15
Álvaro Obregón|2|2020-09-16
Álvaro Obregón|1|2020-09-17
Álvaro Obregón|1|2020-09-20
Álvaro Obregón|2|2020-09-21
Álvaro Obregón|1|2020-09-22
Álvaro Obregón|1|2020-09-25
Álvaro Obregón|2|2020-09-26
Álvaro Obregón|1|2020-09-27
Álvaro Obregón|2|2020-09-29
Álvaro Obregón|1|2020-10-01
Álvaro Obregón|3|2020-10-03
Álvaro Obregón|2|2020-10-04
Álvaro Obregón|3|2020-10-05
Álvaro Obregón|6|2020-10-06
Álvaro Obregón|1|2020-10-08
Álvaro Obregón|3|2020-10-09
Álvaro Obregón|4|2020-10-10
Álvaro Obregón|2|2020-10-11
Álvaro Obregón|1|2020-10-12
Álvaro Obregón|1|2020-10-13
Álvaro Obregón|1|2020-10-14
Álvaro Obregón|1|2020-10-15
Álvaro Obregón|1|2020-10-16
Álvaro Obregón|1|2020-10-17
Álvaro Obregón|4|2020-10-18
Álvaro Obregón|1|2020-10-19
Álvaro Obregón|3|2020-10-21
Álvaro Obregón|2|2020-10-22
Álvaro Obregón|1|2020-10-24
Álvaro Obregón|1|2020-10-27
Álvaro Obregón|1|2020-10-28
Álvaro Obregón|2|2020-10-29
Álvaro Obregón|2|2020-10-30
Álvaro Obregón|2|2020-10-31
Álvaro Obregón|2|2020-11-01
Álvaro Obregón|2|2020-11-02
Álvaro Obregón|1|2020-11-04
Álvaro Obregón|2|2020-11-05
Álvaro Obregón|3|2020-11-06
Álvaro Obregón|3|2020-11-07
Álvaro Obregón|1|2020-11-08
Álvaro Obregón|1|2020-11-09
Álvaro Obregón|2|2020-11-11
Álvaro Obregón|2|2020-11-13
Álvaro Obregón|1|2020-11-14
Álvaro Obregón|2|2020-11-15
Álvaro Obregón|2|2020-11-16
Álvaro Obregón|2|2020-11-17
Álvaro Obregón|2|2020-11-18
Álvaro Obregón|3|2020-11-19
Álvaro Obregón|2|2020-11-20
Álvaro Obregón|2|2020-11-21
Álvaro Obregón|1|2020-11-24
Álvaro Obregón|3|2020-11-25
Álvaro Obregón|1|2020-11-27
Álvaro Obregón|2|2020-11-28
Álvaro Obregón|1|2020-11-29
Álvaro Obregón|2|2020-11-30
Álvaro Obregón|2|2020-12-05
Álvaro Obregón|1|2020-12-07
Álvaro Obregón|1|2020-12-08
Álvaro Obregón|2|2020-12-10
Álvaro Obregón|3|2020-12-11
Álvaro Obregón|1|2020-12-13
Álvaro Obregón|1|2020-12-15
Álvaro Obregón|1|2020-12-16
Álvaro Obregón|1|2020-12-18
Álvaro Obregón|3|2020-12-19
Álvaro Obregón|1|2020-12-21
Álvaro Obregón|1|2020-12-23
Álvaro Obregón|1|2020-12-24
Álvaro Obregón|1|2020-12-25
Álvaro Obregón|2|2020-12-26
Álvaro Obregón|2|2020-12-28
Álvaro Obregón|1|2020-12-29
Álvaro Obregón|1|2020-12-30
Álvaro Obregón|1|2020-12-31
Azcapotzalco|1|2020-01-01
Azcapotzalco|1|2020-01-02
Azcapotzalco|2|2020-01-03
Azcapotzalco|2|2020-01-04
Azcapotzalco|1|2020-01-05
Azcapotzalco|1|2020-01-06
Azcapotzalco|1|2020-01-09
Azcapotzalco|3|2020-01-10
Azcapotzalco|1|2020-01-12
Azcapotzalco|1|2020-01-13
Azcapotzalco|2|2020-01-16
Azcapotzalco|1|2020-01-17
Azcapotzalco|1|2020-01-19
Azcapotzalco|1|2020-01-20
Azcapotzalco|2|2020-01-21
Azcapotzalco|1|2020-01-23
Azcapotzalco|1|2020-01-24
Azcapotzalco|2|2020-01-25
Azcapotzalco|2|2020-01-26
Azcapotzalco|1|2020-01-27
Azcapotzalco|2|2020-01-29
Azcapotzalco|3|2020-02-01
Azcapotzalco|1|2020-02-02
Azcapotzalco|1|2020-02-03
Azcapotzalco|1|2020-02-05
Azcapotzalco|1|2020-02-08
Azcapotzalco|1|2020-02-09
Azcapotzalco|1|2020-02-10
Azcapotzalco|1|2020-02-11
Azcapotzalco|2|2020-02-12
Azcapotzalco|1|2020-02-13
Azcapotzalco|2|2020-02-16
Azcapotzalco|1|2020-02-18
Azcapotzalco|2|2020-02-19
Azcapotzalco|1|2020-02-20
Azcapotzalco|1|2020-02-21
Azcapotzalco|2|2020-02-23
Azcapotzalco|1|2020-02-25
Azcapotzalco|1|2020-02-26
Azcapotzalco|2|2020-02-27
Azcapotzalco|3|2020-02-28
Azcapotzalco|1|2020-02-29
Azcapotzalco|1|2020-03-02
Azcapotzalco|2|2020-03-03
Azcapotzalco|1|2020-03-04
Azcapotzalco|2|2020-03-06
Azcapotzalco|1|2020-03-07
Azcapotzalco|2|2020-03-08
Azcapotzalco|1|2020-03-09
Azcapotzalco|3|2020-03-10
Azcapotzalco|1|2020-03-11
Azcapotzalco|2|2020-03-13
Azcapotzalco|1|2020-03-14
Azcapotzalco|4|2020-03-15
Azcapotzalco|1|2020-03-16
Azcapotzalco|1|2020-03-17
Azcapotzalco|2|2020-03-20
Azcapotzalco|3|2020-03-22
Azcapotzalco|2|2020-03-23
Azcapotzalco|2|2020-03-24
Azcapotzalco|2|2020-03-27
Azcapotzalco|1|2020-03-28
Azcapotzalco|1|2020-03-30
Azcapotzalco|1|2020-04-01
Azcapotzalco|1|2020-04-03
Azcapotzalco|2|2020-04-04
Azcapotzalco|1|2020-04-06
Azcapotzalco|3|2020-04-07
Azcapotzalco|1|2020-04-08
Azcapotzalco|1|2020-04-09
Azcapotzalco|1|2020-04-10
Azcapotzalco|1|2020-04-11
Azcapotzalco|1|2020-04-18
Azcapotzalco|1|2020-04-20
Azcapotzalco|1|2020-04-21
Azcapotzalco|1|2020-04-25
Azcapotzalco|2|2020-04-26
Azcapotzalco|1|2020-04-30
Azcapotzalco|1|2020-05-02
Azcapotzalco|2|2020-05-11
Azcapotzalco|1|2020-05-16
Azcapotzalco|1|2020-05-19
Azcapotzalco|1|2020-05-20
Azcapotzalco|1|2020-05-22
Azcapotzalco|2|2020-05-24
Azcapotzalco|1|2020-05-25
Azcapotzalco|1|2020-05-28
Azcapotzalco|2|2020-05-31
Azcapotzalco|1|2020-06-06
Azcapotzalco|1|2020-06-09
Azcapotzalco|3|2020-06-12
Azcapotzalco|1|2020-06-15
Azcapotzalco|3|2020-06-17
Azcapotzalco|1|2020-06-19
Azcapotzalco|3|2020-06-20
Azcapotzalco|1|2020-06-24
Azcapotzalco|1|2020-06-30
Azcapotzalco|1|2020-07-01
Azcapotzalco|1|2020-07-03
Azcapotzalco|3|2020-07-05
Azcapotzalco|1|2020-07-06
Azcapotzalco|1|2020-07-11
Azcapotzalco|1|2020-07-13
Azcapotzalco|1|2020-07-14
Azcapotzalco|2|2020-07-16
Azcapotzalco|2|2020-07-17
Azcapotzalco|2|2020-07-18
Azcapotzalco|1|2020-07-22
Azcapotzalco|1|2020-07-24
Azcapotzalco|2|2020-07-25
Azcapotzalco|1|2020-07-27
Azcapotzalco|1|2020-07-28
Azcapotzalco|1|2020-07-30
Azcapotzalco|1|2020-08-01
Azcapotzalco|1|2020-08-05
Azcapotzalco|1|2020-08-06
Azcapotzalco|2|2020-08-08
Azcapotzalco|1|2020-08-12
Azcapotzalco|1|2020-08-13
Azcapotzalco|1|2020-08-19
Azcapotzalco|1|2020-08-26
Azcapotzalco|1|2020-08-27
Azcapotzalco|1|2020-08-29
Azcapotzalco|1|2020-09-01
Azcapotzalco|1|2020-09-02
Azcapotzalco|2|2020-09-03
Azcapotzalco|2|2020-09-04
Azcapotzalco|1|2020-09-06
Azcapotzalco|1|2020-09-07
Azcapotzalco|1|2020-09-09
Azcapotzalco|1|2020-09-12
Azcapotzalco|1|2020-09-15
Azcapotzalco|1|2020-09-16
Azcapotzalco|1|2020-09-17
Azcapotzalco|2|2020-09-20
Azcapotzalco|1|2020-09-21
Azcapotzalco|1|2020-09-22
Azcapotzalco|2|2020-09-23
Azcapotzalco|2|2020-09-25
Azcapotzalco|1|2020-09-26
Azcapotzalco|1|2020-09-29
Azcapotzalco|2|2020-10-02
Azcapotzalco|2|2020-10-03
Azcapotzalco|2|2020-10-05
Azcapotzalco|1|2020-10-06
Azcapotzalco|2|2020-10-07
Azcapotzalco|1|2020-10-09
Azcapotzalco|1|2020-10-12
Azcapotzalco|2|2020-10-13
Azcapotzalco|4|2020-10-14
Azcapotzalco|1|2020-10-15
Azcapotzalco|2|2020-10-16
Azcapotzalco|3|2020-10-17
Azcapotzalco|4|2020-10-18
Azcapotzalco|1|2020-10-19
Azcapotzalco|1|2020-10-22
Azcapotzalco|2|2020-10-26
Azcapotzalco|1|2020-10-28
Azcapotzalco|1|2020-10-30
Azcapotzalco|4|2020-10-31
Azcapotzalco|1|2020-11-03
Azcapotzalco|1|2020-11-04
Azcapotzalco|2|2020-11-05
Azcapotzalco|1|2020-11-06
Azcapotzalco|1|2020-11-07
Azcapotzalco|1|2020-11-08
Azcapotzalco|3|2020-11-09
Azcapotzalco|1|2020-11-10
Azcapotzalco|1|2020-11-12
Azcapotzalco|1|2020-11-13
Azcapotzalco|2|2020-11-14
Azcapotzalco|1|2020-11-18
Azcapotzalco|1|2020-11-19
Azcapotzalco|1|2020-11-21
Azcapotzalco|1|2020-11-22
Azcapotzalco|1|2020-11-26
Azcapotzalco|1|2020-11-28
Azcapotzalco|1|2020-12-01
Azcapotzalco|1|2020-12-02
Azcapotzalco|1|2020-12-03
Azcapotzalco|1|2020-12-04
Azcapotzalco|1|2020-12-07
Azcapotzalco|1|2020-12-08
Azcapotzalco|1|2020-12-09
Azcapotzalco|1|2020-12-10
Azcapotzalco|2|2020-12-12
Azcapotzalco|2|2020-12-15
Azcapotzalco|3|2020-12-16
Azcapotzalco|1|2020-12-17
Azcapotzalco|2|2020-12-19
Azcapotzalco|1|2020-12-21
Azcapotzalco|2|2020-12-22
Azcapotzalco|2|2020-12-24
Azcapotzalco|1|2020-12-27
Azcapotzalco|1|2020-12-28
Azcapotzalco|1|2020-12-29
Azcapotzalco|1|2020-12-30
Benito Juárez|1|2020-01-01
Benito Juárez|7|2020-01-02
Benito Juárez|1|2020-01-03
Benito Juárez|2|2020-01-05
Benito Juárez|2|2020-01-06
Benito Juárez|2|2020-01-07
Benito Juárez|3|2020-01-08
Benito Juárez|2|2020-01-09
Benito Juárez|3|2020-01-10
Benito Juárez|3|2020-01-11
Benito Juárez|2|2020-01-12
Benito Juárez|3|2020-01-13
Benito Juárez|1|2020-01-14
Benito Juárez|1|2020-01-15
Benito Juárez|1|2020-01-17
Benito Juárez|1|2020-01-18
Benito Juárez|1|2020-01-19
Benito Juárez|3|2020-01-20
Benito Juárez|1|2020-01-22
Benito Juárez|2|2020-01-23
Benito Juárez|2|2020-01-26
Benito Juárez|2|2020-01-27
Benito Juárez|2|2020-01-28
Benito Juárez|2|2020-01-29
Benito Juárez|2|2020-01-30
Benito Juárez|1|2020-01-31
Benito Juárez|3|2020-02-01
Benito Juárez|4|2020-02-02
Benito Juárez|2|2020-02-03
Benito Juárez|3|2020-02-04
Benito Juárez|1|2020-02-05
Benito Juárez|2|2020-02-06
Benito Juárez|4|2020-02-07
Benito Juárez|4|2020-02-08
Benito Juárez|2|2020-02-09
Benito Juárez|4|2020-02-10
